CODEASSU,AGE,VILLE,PROFESSION,PRIMTOTALE
6582,35,20,23,815921
5797,27,23,4,50071
7310,26,23,3,116371
8104,38,4,26,370748
5085,64,29,7,80000
5628,32,25,9,23649
8062,47,12,12,22088
7289,70,8,27,26638
5133,40,21,11,21482
7091,58,26,32,66000
6591,70,4,7,23649
5019,40,19,12,115937
8225,66,3,16,52579
8355,25,24,28,148350
5016,57,21,30,30894
7281,66,0,17,62052
6358,42,10,24,75007
8327,42,23,28,85397
8361,25,16,4,15143
5148,51,29,20,87615
6106,57,2,23,81000
5881,47,8,21,45000
5524,47,16,15,84034
6504,63,10,30,86422
6383,25,28,8,90000
7394,25,27,32,113390
6720,28,12,15,31027
5468,51,16,17,17384
8011,46,22,9,148784
7467,61,10,15,-63052
8488,25,25,19,32002
5677,46,27,20,116371
6850,53,7,6,328411
7001,44,9,23,90186
7457,62,7,22,85939
5971,26,4,16,21500
6194,43,9,4,78074
6195,42,22,30,17500
6522,39,13,12,21374
6737,44,12,32,267605
7772,39,1,23,30452
5714,52,25,9,29089
5204,44,14,15,91436
7728,54,28,16,16317
5207,51,28,30,331000
8284,63,11,15,333005
7942,56,4,24,77896
6043,42,31,4,23867
6046,33,7,10,81242
6520,46,21,17,81139
7391,40,11,1,27546
7738,63,11,27,176743
5654,46,31,3,28174
5656,69,12,10,17500
5989,47,11,22,49295
7981,70,2,0,76278
6181,27,28,1,-121320
7791,28,31,17,29685
6225,66,29,9,202499
5143,35,7,0,94504
5142,50,25,16,67155
6233,59,12,27,129056
6949,52,4,13,73635
7014,57,5,16,17768
7659,47,3,20,84034
7813,27,15,15,133620
5526,65,6,0,2257350
7546,70,15,28,27300
6246,27,20,25,123130
8410,38,31,12,26735
5039,52,27,14,58812
8484,63,26,23,14739
5714,52,25,9,136467
7750,57,3,13,412650
7932,65,16,23,93209
7308,44,7,18,63585
6388,54,29,32,107140
7875,65,29,4,87018
7552,28,22,12,208191
5029,54,14,17,140632
5036,39,18,5,276567
5101,34,30,21,171698
6479,30,9,0,18001
6480,31,0,3,22078
6698,34,6,26,1314020
6828,66,19,11,79154
5481,56,0,31,83847
6380,49,15,20,108975
6085,34,17,12,25000
8194,51,25,15,22303
8277,53,14,14,86768
8177,30,4,10,17500
8109,46,13,6,32710
8110,34,24,16,37000
2963,43,21,32,116103
4833,68,16,12,25720
3319,69,1,23,42979
3409,49,5,23,381675
4810,42,31,4,76453
3040,34,30,8,20000
2721,31,5,22,25000
3562,39,16,22,23649
4540,28,10,2,64142
2534,26,6,15,98044
2960,67,13,8,17814
4577,48,4,16,45023
3258,64,21,22,90694
7150,44,5,14,-64799
5795,60,31,4,79267
8331,36,1,8,831667
6944,45,25,27,856792
7108,70,31,20,88548
8039,69,20,27,20778
5553,53,12,14,23867
7453,33,21,22,108024
8279,39,25,11,15686744
5708,28,13,14,91871
5117,62,18,12,78670
8454,55,5,22,29023
7834,60,2,0,105000
7537,54,7,4,92000
5513,30,0,4,1114537
5649,68,5,18,80140
8498,58,26,6,169637
7487,45,15,12,135547
5008,27,22,0,40001
5881,47,8,21,67930
7355,38,23,3,75000
6252,33,8,32,24582
6566,46,19,8,290713
5020,32,26,8,38983
8381,55,22,21,74307
5154,46,14,23,90678
5109,69,26,15,15143
6701,58,12,32,19754
6384,62,6,1,23867
6910,32,26,21,34972
2556,48,0,12,153952
3827,39,1,0,186701
4473,25,12,3,131439
4836,25,19,32,18000
3075,37,20,31,535000
4500,27,7,11,17384
2805,47,17,14,17384
4837,52,15,16,116000
4336,37,11,25,270008
4509,39,5,14,107279
4485,35,15,15,79267
4160,25,11,27,23649
4164,67,3,4,18000
2667,60,1,23,28739
3699,43,26,15,152966
2982,30,6,22,19000
4168,58,11,16,86478
3607,30,1,15,139913
3285,45,16,0,288246
3752,60,14,3,80504
4186,59,8,21,31000
3560,58,30,24,25000
3209,67,17,16,904301
4856,57,29,14,28427
3462,44,18,16,85787
2678,58,27,8,15143
3280,57,5,14,18000
4812,27,1,25,16000
2815,41,14,32,18000
4664,51,25,8,90000
2529,35,3,4,73000
4566,39,26,27,84264
2534,26,6,15,26735
4318,34,18,24,50004
4246,70,8,15,87914
3057,47,7,19,24817
3818,36,17,8,14000
4670,51,19,26,24432
3077,64,8,27,266000
4195,25,19,2,17500
3695,46,24,1,20073
2579,47,14,16,51000
3323,33,15,17,111363
2536,54,28,12,86891
2554,48,3,19,-252760
2716,68,10,27,98045
4109,68,25,31,73714
3659,49,19,9,17768
3400,50,20,1,89590
3795,34,21,19,372422
2817,66,26,13,19791
4342,70,25,14,52277
4343,41,12,17,91001
4846,70,16,14,23649
2571,44,9,17,91871
2623,58,31,8,18000
4405,46,17,26,50007
4838,56,18,21,199000
3429,65,1,9,20073
4115,37,1,12,21868
4675,50,20,23,17768
3831,48,7,17,17814
4270,53,20,32,83525
4701,31,1,27,84260
4991,37,28,23,20129
3163,60,8,0,15121
2673,31,20,23,21482
4684,54,21,27,17384
2729,63,11,27,139913
3363,40,20,27,23000
3482,53,1,12,17768
4647,31,9,21,38387
4049,29,19,2,28739
2506,31,1,0,17384
3445,66,17,16,24800
4449,29,17,31,125703
3670,32,29,16,124934
3532,39,8,22,142365
4543,30,13,14,17814
3366,57,1,27,23649
3252,55,18,0,23053
2874,62,16,12,643813
4147,32,15,0,96772
3202,61,31,21,105549
3654,58,29,14,24800
3990,59,25,28,55581
2683,53,25,16,1601519
3395,25,16,27,16700
3849,39,4,8,134691
4617,25,0,27,83251
3899,45,22,17,17000
3783,67,16,31,99389
3739,66,20,32,23271
4514,27,1,23,139893
2521,53,21,0,12795
4513,35,7,21,25000
2802,38,19,4,125660
4212,27,13,11,51000
2517,31,8,27,90000
4482,62,30,23,16450
2657,42,11,30,112794
2882,60,2,19,120149
3743,46,4,23,21862
2883,61,20,17,23000
4418,31,15,16,91871
2822,69,12,11,112794
3446,39,11,4,84034
3345,47,18,16,37118
4890,59,1,21,73500
3217,42,14,0,130000
2527,35,30,14,16317
3087,40,12,20,87827
4514,27,1,23,61054
4143,37,16,23,29812
3365,53,29,5,89590
4645,34,1,30,75748
4715,60,4,32,19791
4793,54,23,32,265000
2756,45,21,17,26817
3820,69,3,1,142721
3167,46,30,5,98045
2788,58,21,27,18000
4127,67,30,16,17384
2789,61,11,16,84999
4128,47,22,8,23649
4016,46,12,21,20073
4338,58,12,11,92125
3932,60,1,16,30155
4539,49,19,17,17768
2500,32,4,15,21482
2978,38,16,21,21496
4840,50,7,32,822740
4081,38,4,32,-50325
4088,46,27,17,265000
4767,50,4,3,75000
4564,50,21,4,60013
3538,35,12,31,1652661
3004,41,12,1,91871
3535,34,28,27,133414
3362,61,28,17,120215
2629,46,13,22,67875
4476,37,12,5,23000
4226,44,22,15,163505
3574,32,23,15,108658
4288,66,5,26,82632
3902,46,11,23,76278
3453,69,16,18,57919
3188,33,8,29,31432
4912,68,1,26,115397
2836,51,0,32,89143
3948,70,4,8,73035
2887,57,2,14,90871
3410,67,3,4,56955
2992,66,25,0,60656
3671,63,12,3,83181
2734,26,6,14,313652
3045,33,25,23,25028
3032,59,29,16,17384
2906,45,26,15,110008
3315,64,12,10,218746
3909,43,22,5,93817
4959,51,2,19,20000
3873,65,26,30,80459
2538,45,4,32,256685
3355,56,3,17,91871
2849,41,30,28,105000
3303,56,15,4,5612860
3357,41,10,0,100192
2918,33,16,12,79267
2868,49,27,28,91871
3974,64,2,21,60000
4766,30,7,0,26735
4136,62,30,15,89590
4494,58,29,4,77006
3181,66,14,17,84746
3469,44,9,5,132500
3347,55,25,32,32665
3616,30,22,15,456565
3979,52,16,0,1270430
3779,69,19,8,153376
2596,49,10,19,76453
4678,29,9,22,127204
3913,62,15,23,47865
3369,36,13,6,12795
3923,52,23,32,109365
4064,52,9,0,21482
3183,67,9,3,112794
3234,38,12,23,23271
2507,55,13,16,101258
2860,43,12,21,0
4447,48,23,0,12795
3263,47,20,11,111826
3106,30,10,32,99269
2513,60,20,0,232392
4504,58,11,27,23778
2566,62,2,6,115773
4507,60,27,19,87914
2950,49,31,8,147999
3547,47,31,4,12795
3296,43,0,7,93000
4054,40,26,4,37000
3970,44,25,3,340870
3099,42,10,21,80646
3985,50,22,27,97968
3477,50,18,23,1869231
3939,54,30,12,148350
3882,63,18,8,143115
3556,69,4,8,36500
4152,45,1,3,15143
3896,27,7,18,309104
4391,58,29,11,15143
4291,70,3,12,50028
2743,67,9,21,35001
4979,68,25,8,25028
4914,35,10,1,134951
3922,60,6,8,117500
2568,57,19,18,128684
4660,56,28,5,21482
3588,34,21,29,48226
2816,39,27,6,16000
3130,69,5,15,242927
3941,42,18,9,84928
4238,66,19,23,91871
3890,48,0,11,115000
3028,30,4,3,58502
3981,69,2,14,21482
4830,48,30,8,57938
3983,41,9,12,23867
3589,64,29,26,21000
3846,25,7,1,26950
3905,41,13,9,91871
3012,35,21,23,91871
6518,38,17,29,65010
3428,37,10,13,17980
3949,38,11,3,22567
4611,29,25,26,392075
3762,41,11,19,36500
5640,64,9,12,66559
6066,47,28,9,66559
4351,64,31,31,-11174
6012,49,25,4,83441
5323,50,2,0,139911
6395,25,0,17,144448
6957,55,15,16,21500
6174,44,14,15,84034
6659,51,8,20,17500
8094,42,27,16,18523
7071,39,19,7,15143
5047,49,10,13,23649
7836,53,0,23,75503
6467,66,0,19,-876132
8063,29,16,30,75503
6729,25,5,26,40077
8441,29,4,25,140064
7959,35,14,4,49189
8415,33,17,3,82611
7170,51,11,10,34000
5483,50,26,28,-65335
5162,37,8,21,24730
8226,66,30,32,15143
7441,65,8,17,130686
5552,38,29,11,133463
6077,32,0,21,85000
5010,61,4,12,25000
7964,30,16,16,21482
5439,42,23,16,91975
8425,26,22,27,89590
7581,49,21,14,86500
8420,66,0,27,130000
7594,51,15,7,50023
7258,49,1,0,28739
8427,43,3,29,84036
8464,61,3,15,17768
7146,50,15,14,23867
8015,52,9,16,21860
6837,54,24,17,134371
5562,36,22,2,65244
7416,69,9,15,67334
8261,64,29,8,80646
5725,47,0,0,31192
8198,52,1,25,40000
6830,62,23,8,129999
5838,41,31,12,100000
7305,34,24,32,40373
5199,38,13,23,25000
8086,56,22,12,91871
5398,33,8,17,28739
7988,44,19,8,25000
5657,56,30,4,240311
7244,34,14,11,58812
5260,25,30,26,85787
7180,62,26,23,13036
8212,56,1,24,129249
6193,34,11,23,342148
6636,46,1,10,265000
7278,36,19,12,48107
6418,40,11,7,35569
7139,63,26,23,93000
8456,29,1,0,23000
5790,38,4,28,41965
7956,33,14,23,89448
8382,51,7,28,25117
6806,60,1,15,20090
6673,69,22,8,89590
6552,70,30,4,80000
6024,65,26,20,75503
5559,54,18,29,142800
6907,66,30,14,8909977
7234,41,0,15,265000
7019,70,14,23,24800
5222,47,21,3,34091
5484,70,24,17,21374
7447,32,19,29,85008
6768,27,22,17,106145
7962,67,1,19,70187
6719,28,9,8,53175
7180,62,26,23,86000
5351,46,28,8,29132
7898,48,22,23,20000
5352,64,11,0,120000
5419,52,21,12,129215
5688,70,15,23,35893
7893,66,25,3,-6708
8466,49,28,13,38387
6779,44,29,10,27197
6065,28,20,17,75000
5692,35,28,4,106266
7767,56,12,21,66559
7411,36,3,2,115827
6566,46,19,8,22078
5810,46,21,17,105000
7640,47,25,1,4123554
6357,45,24,26,120000
6729,25,5,26,46861
6730,35,14,20,89143
5423,62,17,0,33261
6442,70,28,32,200419
5982,48,13,24,16317
6395,25,0,17,66611
5285,70,19,27,39242
6850,53,7,6,179782
5499,69,25,17,137801
5425,48,4,32,145099
5107,68,23,16,85787
7733,41,0,12,125660
7236,46,22,32,120199
5968,69,2,12,90309
7771,49,11,16,85560
5761,62,16,5,16450
8482,65,24,27,192521
7200,68,16,5,267526
7199,39,1,1,20073
7715,34,9,17,15001
7716,40,15,16,170373
6789,68,11,4,47766
6788,40,8,30,-69729
8283,25,31,8,169637
6794,64,31,1,91871
6795,36,19,8,21860
6796,46,17,16,415000
5126,35,26,16,80646
6799,69,30,32,134951
6398,62,14,8,30000
5838,41,31,12,135547
5839,66,15,27,24887
6678,70,30,17,96000
5296,31,14,3,24374
6531,68,29,17,60346
7072,61,17,17,85921
7074,65,9,23,0
6867,60,11,16,16000
5066,44,21,1,25028
5904,39,24,6,264340
5905,65,8,7,81242
6868,49,27,18,31000
5139,40,14,27,113390
5056,68,15,32,169935
7588,57,24,23,105008
7726,26,8,15,98711
6800,41,14,4,105549
7971,49,23,15,16450
5439,42,23,16,81242
5441,31,13,32,116369
5856,25,4,0,140000
7730,66,17,16,54000
7389,46,10,13,25115
5512,27,1,12,272061
5910,42,1,12,17980
5224,53,5,0,17084
7915,64,11,21,67334
5917,38,11,23,114578
5444,34,10,18,24432
5655,65,17,22,15143
7984,39,2,1,16000
7985,67,8,23,85000
7986,64,9,32,204956
7988,44,19,8,415000
7426,68,10,8,22037
6641,49,18,17,47000
6303,49,31,1,132500
5345,46,7,27,12795
5858,43,6,28,143705
6311,68,1,1,290000
6655,32,11,20,73500
6415,36,22,32,38983
8357,42,31,14,90186
6594,42,8,23,30000
5003,57,3,17,90186
5004,31,24,32,74023
5868,56,13,14,115993
6419,62,13,23,24245
6420,36,18,15,131282
6231,37,27,17,105000
5151,46,27,15,88347
6471,40,19,5,100004
7336,27,26,4,85000
6543,25,22,19,90186
7351,45,4,15,103850
5260,25,30,26,24374
7487,45,15,12,23649
5083,34,24,32,21000
5168,56,31,1,89590
5877,38,8,23,51613
5878,66,0,11,82579
5879,62,26,5,24374
5398,33,8,17,17500
6587,69,19,8,21581
7354,43,3,27,386307
7066,26,31,32,134001
8285,56,12,20,80646
6296,26,8,22,55290
7507,54,15,32,34774
6434,42,25,23,73039
5592,34,31,23,17806579
7236,46,22,32,91871
6571,56,24,26,24374
7880,68,23,15,133451
7356,39,7,19,17814
7357,29,13,17,155000
7282,70,12,12,85000
7822,33,31,0,17500
6030,52,26,13,67000
6140,55,14,15,89336
6897,37,16,15,169637
6898,28,0,3,148352
6899,53,27,15,275000
7078,34,31,17,749666
7079,31,5,17,106145
7081,26,16,12,66005
7554,67,17,15,131000
5030,55,1,12,65803
5025,35,20,23,23271
7084,53,0,31,21374
5035,57,16,21,27234
7153,35,1,14,162806
7690,61,2,15,79350
7955,30,5,19,44608
7159,33,5,8,23867
7160,61,18,31,129835
5414,68,5,29,21482
7161,26,30,20,16488
6367,50,31,8,90201
5671,50,23,26,116369
7089,45,15,12,213796
5472,68,15,26,158228
5474,39,22,15,98144
5479,27,14,20,89205
7961,56,20,0,98931
5621,58,26,14,106145
5618,48,22,16,134059
5889,44,15,0,53601
5891,51,5,0,120000
6013,45,7,26,30002
6389,60,15,18,90186
6500,49,17,27,16700
7224,28,5,0,18000
7231,43,27,21,74417
6513,65,31,1,91871
8147,33,11,0,267548
8095,46,12,31,16104
8193,69,22,8,19120
8217,62,29,2,62178
8225,66,3,16,64431
8163,29,13,32,16850
8234,67,9,22,101963
8035,63,23,3,102099
8101,61,28,1,75604
8185,37,18,5,116369
3783,67,16,31,120000
2828,65,16,23,93718
4175,44,7,6,-84431
4880,44,2,8,15000
4185,66,2,22,131955
3921,52,15,17,21862
4199,50,22,0,20090
4106,26,14,17,16000
3331,40,9,16,33487
3841,62,2,14,26000
4223,28,27,8,105549
2743,67,9,21,28739
2759,40,24,0,125261
3775,34,22,4,21482
4228,52,24,7,21939
4592,66,13,23,21989
4565,40,22,9,127698
4546,45,2,1,41965
3712,35,17,23,26589
2679,51,26,1,23128
2680,47,14,9,51000
3342,25,31,12,69083
3862,70,26,17,21482
3137,57,28,26,134669
4400,37,2,16,16104
4451,34,2,17,15143
4404,49,6,0,25000
3352,25,23,16,89590
2649,39,28,2,56950
3396,31,27,25,144665
4412,59,29,26,18000
2625,69,19,5,188038
3015,30,30,8,91871
4823,59,9,2,25720
4360,39,24,23,20073
3685,43,6,28,130000
3143,49,2,1,99952
3863,44,8,29,100000
4899,36,27,7,117000
3400,50,20,1,66559
2954,67,25,30,70755
3860,52,29,3,78111
2619,33,16,27,75052
3050,29,16,4,89448
2624,67,17,0,20073
3078,60,16,28,109216
4134,36,23,4,53601
3020,39,2,1,137725
4752,41,18,24,59239
2681,32,20,8,60346
2701,37,28,8,17991
3154,51,10,9,134560
4637,43,3,22,26638
4556,46,16,7,80646
3003,47,29,8,53177
4089,27,8,4,138508
4148,67,1,8,61174
4532,44,16,11,24730
4557,58,16,26,37391
4232,68,17,31,86177
2733,55,1,20,27000
3657,54,2,9,21496
3789,68,7,15,66559
3062,32,16,17,117866
3593,63,21,4,23000
4206,40,26,11,180269
3063,38,6,4,86589
3472,64,29,8,609364
3966,42,31,15,24519
2968,34,6,17,38883
3038,66,0,26,87626
3002,37,28,31,33508
4296,42,15,22,36500
3607,30,1,15,35547
2966,31,29,11,186751
3894,25,11,26,193015
7801,26,18,21,32617
5646,49,1,23,55000
5385,25,26,31,89448
8230,52,12,8,60143
8417,67,26,22,124944
8096,67,25,4,23649
5816,25,14,6,23271
7023,41,7,26,119841
8118,38,22,16,86966
7590,47,2,32,29857
7031,65,25,8,23649
5139,40,14,27,29142
8185,37,18,5,70000
8053,69,8,13,24432
5704,58,1,7,627000
5026,29,5,22,67464
7771,49,11,16,80413
8480,66,19,21,132500
8149,58,18,23,23649
7501,68,21,17,39147
5489,40,6,27,120000
5119,44,5,17,29335
5118,44,8,10,134174
7507,54,15,32,88695
6260,48,23,8,74000
5753,58,10,23,106020
6594,42,8,23,90000
6596,45,4,8,84049
7653,56,12,8,39029
7949,29,31,0,126296
5506,37,19,25,85000
5191,67,19,32,25028
5364,36,25,22,132500
5137,54,16,4,134059
5851,25,1,2,21482
5306,54,26,8,150840
5307,70,10,1,186263
7843,66,8,25,112555
5911,63,13,28,17408
7674,40,14,15,110907
7904,44,3,15,134951
6311,68,1,1,313528
5592,34,31,23,52000
6576,46,20,3,64202
6470,55,4,1,22458
7797,27,22,24,20669
5250,39,31,32,105000
5251,53,15,30,27234
7808,46,17,0,140000
6336,39,17,32,163817
5315,69,19,1,92467
5321,37,4,9,131565
8496,69,10,17,14739
5744,27,2,28,63000
7375,57,27,23,104320
6076,40,30,8,23500
6547,68,8,23,136648
6314,40,28,0,163283
5325,30,24,17,27234
5782,69,27,2,75005
7400,54,10,4,29335
7945,59,8,21,127565
6896,52,19,12,169637
7871,33,29,1,37998
8032,31,30,24,20000
5087,39,2,8,66005
6688,35,4,2,39180
5170,65,8,0,16000
6704,56,8,22,17500
7704,61,7,0,85000
5477,59,10,12,22078
6382,25,30,12,145000
6032,47,0,8,17084
6498,62,29,17,74307
6994,59,25,14,23271
6102,52,17,10,125975
6105,31,30,9,111184
6108,58,10,8,10047
6764,28,17,20,120077
8322,27,20,16,38983
8146,59,1,25,27234
3140,51,7,16,21482
3741,68,20,16,1501963
4345,45,22,16,35022
4346,67,3,3,20478
3834,28,22,30,89448
3835,34,6,8,84036
3664,38,5,15,174021
4548,61,23,3,22500
3786,32,28,1,31078
2581,28,15,10,17814
3135,50,9,17,45000
4328,40,13,22,420000
2538,45,4,32,20388
2609,53,5,1,21868
3085,60,2,27,23649
3605,48,3,8,21581
4780,57,17,16,28000
3115,40,30,23,21482
4113,46,24,27,1886412
3195,25,11,12,48699
3094,49,4,15,20000
4126,55,18,22,179531
2822,69,12,11,21482
3779,69,19,8,183122
3639,70,23,23,48699
4825,40,16,13,25720
4896,25,1,0,16827
4131,50,27,6,28143
2656,26,1,8,137852
4499,53,30,7,-37000
4286,64,2,8,138136
3930,39,15,31,21989
2648,31,17,9,66166
2579,47,14,16,115773
3424,58,19,32,80504
3943,37,4,1,19792
4798,65,6,8,44255
3211,35,20,10,89210
2770,61,5,3,111698
2986,66,1,8,86422
4412,59,29,26,20073
4268,51,21,2,17768
2594,68,2,22,93167
3221,59,20,12,26589
4068,26,14,8,4340760
4255,64,31,14,89590
2996,64,1,17,120000
2881,35,8,13,16105
3335,62,28,12,30000
2793,37,18,17,21482
3215,40,22,8,892813
2956,64,23,4,103850
4247,45,13,7,89590
4752,41,18,24,66496
4191,40,1,17,91866
3120,35,6,8,26638
3755,28,0,4,130514
4032,44,22,3,-143817
3067,32,26,27,80646
3066,46,11,28,22933
4049,29,19,2,69755
3229,31,12,4,76981
3806,45,2,4,80944
3611,40,23,23,47085
3874,39,11,16,17000
4816,56,29,32,23778
3920,64,31,1,22078
4867,31,22,6,91001
3573,51,10,16,119219
4941,41,24,15,20000
3563,30,5,27,75310
4943,45,21,15,165093
4878,29,9,17,64630
3127,27,25,15,53500
4519,33,26,9,30000
3846,25,7,1,24817
3764,62,22,2,103850
3550,61,16,5,17814
3007,47,1,21,16317
4536,59,13,4,103850
3854,62,1,6,142713
4866,59,30,8,109126
3465,41,19,0,19791
3348,27,23,23,22088
3796,48,22,27,75000
4443,37,4,18,27399
3911,46,31,14,55000
4533,65,15,15,20000
4794,29,4,15,32665
2870,41,28,13,70759
4601,49,10,27,115773
2974,59,19,15,29089
3340,40,29,9,81959
4139,47,1,15,105549
3492,47,28,8,25028
3621,26,21,15,30842
4768,50,21,8,30756
3936,33,8,23,112791
4133,34,27,8,17384
2841,26,20,8,90944
4734,29,2,22,143921
4784,56,19,0,112794
4151,35,5,0,17000
2504,64,29,27,98043
4245,57,9,0,12795
3181,66,14,17,79267
4679,29,21,22,20778
7380,59,8,17,52304
6215,47,17,3,81983
5753,58,10,23,20073
5729,65,25,12,335898
6638,25,17,8,53708
6731,54,4,26,23649
5475,36,0,18,17768
5873,49,3,27,133680
6295,60,29,20,110588
5427,46,21,27,75005
6781,56,11,16,88720
8369,26,0,23,90367
5438,68,16,12,129159
7257,27,20,19,65003
7395,27,0,8,134263
7924,57,14,10,84264
6916,47,4,15,14000
5348,35,8,21,126299
8000,51,25,16,92125
6773,68,28,30,176727
5283,25,26,10,90186
7580,31,23,4,57000
7579,62,10,16,115685
5751,35,25,23,129845
5752,38,8,27,25000
5173,62,30,30,108750
7829,56,14,15,118390
5968,69,2,12,160000
5266,46,14,23,189350
6740,33,11,7,15143
5436,47,9,14,115000
5830,43,26,16,182744
5831,65,25,19,2809446
5832,56,24,15,110357
5833,45,11,1,105000
5835,66,19,24,27599
7123,33,2,32,40503
8457,67,3,17,26316
5294,62,12,25,-78954
5844,37,0,13,27000
5846,45,2,21,65000
6533,27,2,8,46000
5059,35,8,7,23649
5777,60,7,23,76278
5989,47,11,22,89590
5973,70,17,25,296656
6605,31,28,9,109485
6275,25,23,15,25115
5990,46,0,19,115000
7976,62,24,21,91871
5918,46,8,25,67930
6129,55,0,23,115000
6068,49,26,22,92467
6317,63,13,15,76099
5448,54,18,31,27692
5996,60,24,23,93221
5727,25,12,24,24432
6279,62,31,4,15143
6814,56,13,0,51064
6230,26,26,23,40039
6816,67,23,4,73631
5521,43,16,23,130138
7493,30,24,27,109254
5394,68,14,4,113999
5814,64,28,16,106273
5945,29,20,9,108297
7950,45,31,12,21581
5355,65,7,0,87477
6072,32,14,17,20000
7433,69,9,6,89500
7434,65,1,8,113390
7760,35,28,8,24374
7882,52,2,31,136296
6229,67,1,32,91871
5091,67,21,12,113390
5539,70,29,0,29023
7170,51,11,10,137027
7299,55,13,6,29022
5956,30,8,8,100572
5958,58,10,26,103464
6088,43,7,15,67000
6022,37,10,26,13626
8349,34,13,3,81100
7996,46,5,13,147757
8189,64,3,23,78707
8135,33,8,19,14001
8107,47,13,27,105008
8244,58,30,9,43500
8324,45,1,1,20669
8351,61,9,23,28000
4733,61,23,12,102868
2691,29,10,23,130686
3212,52,14,16,17000
3737,51,28,26,17814
2685,66,4,27,112794
4682,51,29,26,23271
4437,67,23,5,29089
4110,67,26,4,74307
4400,37,2,16,24432
3080,66,30,28,85781
3081,69,13,23,84000
4344,45,0,18,73838
4847,66,27,23,275971
3312,41,4,0,117033
4350,28,26,3,316766
3315,64,12,10,110285
2655,47,30,5,89590
4235,42,26,16,23271
3711,63,30,11,16104
4243,56,29,16,133000
4031,67,6,4,344357
2983,31,28,8,33487
4545,69,28,30,74307
3018,28,17,0,45528
3025,43,9,17,62042
4247,45,13,7,84799
3122,51,25,16,152530
3677,27,19,11,21482
4324,63,25,4,20073
4947,33,1,0,64141
2790,69,14,17,36500
3820,69,3,1,30000
3294,37,3,23,20089
3295,56,27,16,27399
3823,58,6,17,17814
3560,58,30,24,50220
3628,41,26,15,27399
4876,29,18,3,28500
2840,70,29,17,118158
4406,56,2,23,28739
3125,70,4,26,34902
2824,67,15,16,186410
4558,35,2,17,50220
3669,70,28,15,112794
4910,46,25,26,139913
3364,29,21,7,101367
3162,40,9,3,97627
2858,49,6,21,98058
4684,54,21,27,176445
3365,53,29,5,85000
3416,29,28,1,53601
4029,35,1,20,131231
3178,56,31,0,144968
2965,42,1,32,140813
3268,49,7,12,40373
2976,61,19,21,54000
4633,69,12,32,21482
3366,57,1,27,105894
4217,61,20,8,25720
4442,29,16,23,21958
3480,70,1,4,129999
3545,30,6,4,91871
2928,47,28,12,89888
2597,30,28,31,359539
5705,54,19,8,28739
7786,65,13,3,79267
6466,48,2,5,27509
5227,38,17,8,129281
7490,28,27,13,4037586
8443,38,30,23,80646
6556,41,1,14,25028
5247,47,28,4,41965
5363,50,14,3,89590
5462,27,25,12,20000
5923,29,18,15,52755
8025,32,9,20,35000
6148,28,8,29,55000
7353,67,0,16,84034
5596,70,31,4,95008
5349,29,22,1,30324
7581,49,21,14,35435
7582,46,15,31,100788
7583,58,25,29,85341
6778,54,21,12,90678
5354,53,26,19,320000
5029,54,14,17,103252
6654,67,22,4,16104
8402,44,12,8,101174
7188,66,4,27,98683
6923,55,21,8,147299
7655,51,10,1,127352
7656,50,26,8,79000
7657,65,13,8,26770
7658,37,25,4,38633
7659,47,3,20,18364
7660,42,21,25,37043
7662,43,30,23,92721
6793,69,30,25,155316
6857,34,20,12,156883
6858,52,17,20,304823
7904,44,3,15,24817
7675,57,30,0,18000
7006,40,2,21,232374
6001,34,21,15,42124
5548,50,17,7,23649
5590,68,3,16,25396
5823,34,22,12,50220
6067,65,25,10,20221
5780,65,15,27,115773
6072,32,14,17,76099
6912,55,7,23,107279
6077,32,0,21,38293
6348,64,1,15,24245
6250,59,13,9,27234
5764,64,16,5,115773
5070,64,7,15,50514
5094,43,8,11,17768
5043,38,26,8,37500
6690,31,31,32,61988
6712,54,31,5,416558
6826,60,28,3,90186
5533,61,20,0,109254
6834,66,7,23,616988
5624,63,12,3,116369
5625,66,0,32,89205
8280,29,11,17,-98043
8347,59,23,16,66785
8087,67,0,27,66559
2999,36,20,12,85467
2816,39,27,6,25778
3832,36,27,0,125147
4232,68,17,31,103850
3960,25,3,14,1330000
3137,57,28,26,25000
4520,63,14,30,95000
4104,48,12,3,32282
2929,36,11,23,1675029
4311,29,5,4,17500
4650,45,12,12,16000
4522,43,23,8,35402
2688,39,2,26,68003
3138,64,9,7,93000
3183,67,9,3,95176
4935,46,19,32,65000
4351,64,31,31,105000
2672,52,10,32,103997
3608,32,17,11,66496
3152,69,30,18,80459
4634,64,3,22,50071
2760,54,25,31,123558
2619,33,16,27,102868
3727,60,5,21,148105
2674,69,5,8,28739
4618,52,1,16,15143
2591,45,20,1,52000
4778,45,3,4,23649
2572,55,25,2,93817
3182,49,16,16,32282
3906,46,28,1,139198
3058,57,22,8,37868
3086,40,6,8,18000
3896,27,7,18,937635
4287,35,11,25,106235
4584,27,1,15,28013
2803,58,1,16,119739
4300,66,10,27,21482
2804,42,20,8,18000
4834,61,3,26,0
4797,27,7,27,134059
4875,26,24,4,23605
3196,55,13,23,-67735
4388,59,22,9,37998
3617,34,3,7,15143
4280,34,17,23,20073
4135,43,9,8,22500
4779,48,9,23,17384
3855,47,3,1,23649
4868,56,3,6,130000
4241,56,24,22,50003
3043,26,29,9,23778
3465,41,19,0,23649
3885,34,8,22,35599
